ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
7204928,0,501.09717255948897,198.76744079589844,-59.8326530456543,-499.8239440917969
7204929,0,13.812594499650915,195.56744384765625,-72.83265686035156,0.09999999403953552
7204930,0,13.81130886424041,195.56744384765625,-72.83265686035156,0.09540698677301407
7204931,0,13.810196788962182,195.56744384765625,-72.83265686035156,0.08469131588935852
7204932,0,13.809258186808002,195.56744384765625,-72.83265686035156,0.06785445660352707
7204933,0,13.808492962829495,195.56744384765625,-72.83265686035156,0.044897954910993576
7204934,0,13.807926602843253,195.56744384765625,-72.83257293701172,0.021351279690861702
7204935,0,13.807459131053298,195.56739807128906,-72.83253479003906,0.0024756239727139473
7204936,0,13.807302120581985,195.56735229492188,-72.8324966430664,-0.01238246913999319
7204937,0,13.807333445722405,195.5673370361328,-72.83248138427734,-0.023821182548999786
7204938,0,13.807402607046313,195.5673370361328,-72.83246612548828,-0.03239978849887848
7204939,0,13.807453827856348,195.5673370361328,-72.83245086669922,-0.03862537443637848
7204940,0,13.807437429439071,195.56732177734375,-72.83245086669922,-0.04294982925057411
7204941,0,13.807299341764406,195.56732177734375,-72.83244323730469,-0.04576675221323967
7204942,0,13.807205081001403,195.56732177734375,-72.83244323730469,-0.04741344228386879
7204943,0,13.80715716320067,195.56732177734375,-72.83244323730469,-0.04817352071404457
7204944,0,13.807120144940303,195.56732177734375,-72.83245086669922,-0.04828201234340668
7204945,0,13.807123901656801,195.5673370361328,-72.83245086669922,-0.047929953783750534
7204946,0,13.807130939265583,195.5673370361328,-72.83245086669922,-0.04726989567279816
7204947,0,13.807144185194526,195.5673370361328,-72.83245849609375,-0.04642120376229286
7204948,0,13.807174301420524,195.56735229492188,-72.83245849609375,-0.04547519609332085
7204949,0,13.807187159955314,195.56735229492188,-72.83246612548828,-0.04449958726763725
7204950,0,13.807216203784083,195.56735229492188,-72.83246612548828,-0.04354332014918327
7204951,0,13.80723140098508,195.56735229492188,-72.83246612548828,-0.04263957962393761
7204952,0,13.807243124230006,195.56735229492188,-72.83246612548828,-0.04180946201086044
7204953,0,13.807265701560585,195.5673828125,-72.83247375488281,-0.041064947843551636
7204954,0,13.807277763102267,195.5673828125,-72.83247375488281,-0.04041072726249695
7204955,0,13.807286315806218,195.5673828125,-72.83247375488281,-0.03984649479389191
7204956,0,13.807294516611345,195.5673828125,-72.83247375488281,-0.03936820849776268
7204957,0,13.807295254515877,195.5673828125,-72.83248138427734,-0.038969725370407104
7204958,0,13.807299815473648,195.5673828125,-72.83248138427734,-0.03864334151148796
7204959,0,13.807315277297967,195.5673828125,-72.83248138427734,-0.03838081285357475
