ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
1239398,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
1239399,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
1239400,0,5.592365059106882,195.56744384765625,-90.83265686035156,0.09540698677301407
1239401,0,5.589577830706274,195.56744384765625,-90.83265686035156,0.08469131588935852
1239402,0,5.587154487252182,195.56744384765625,-90.83265686035156,0.0693112164735794
1239403,0,5.58490284657624,195.56744384765625,-90.83265686035156,0.05613723769783974
1239404,0,5.583078219951395,195.56744384765625,-90.83265686035156,0.04550548270344734
1239405,0,5.582027767701456,195.56744384765625,-90.83265686035156,0.03692970052361488
1239406,0,5.581839537785531,195.56744384765625,-90.83265686035156,0.030015792697668076
1239407,0,5.581937002716514,195.56744384765625,-90.83265686035156,0.024444427341222763
1239408,0,5.582054312131681,195.56744384765625,-90.83265686035156,0.01995697058737278
1239409,0,5.582115992201545,195.56744384765625,-90.83265686035156,0.01634414680302143
1239410,0,5.582104629980321,195.56744384765625,-90.83265686035156,0.013436851091682911
1239411,0,5.582061392693935,195.56744384765625,-90.83265686035156,0.011098288930952549
1239412,0,5.58203731373542,195.56744384765625,-90.83265686035156,0.009217948652803898
1239413,0,5.581991710267062,195.56744384765625,-90.83265686035156,0.007706718053668737
1239414,0,5.581948395724954,195.56744384765625,-90.83265686035156,0.00649261474609375
1239415,0,5.581915910632607,195.56744384765625,-90.83265686035156,0.0055175782181322575
1239416,0,5.581894103986878,195.56744384765625,-90.83265686035156,0.004734840244054794
1239417,0,5.581857788633585,195.56744384765625,-90.83265686035156,0.004106712061911821
1239418,0,5.581852601613148,195.56744384765625,-90.83265686035156,0.003602867014706135
1239419,0,5.581852851883691,195.56744384765625,-90.83265686035156,0.003198814345523715
1239420,0,5.581844342228537,195.56744384765625,-90.83265686035156,0.002874908270314336
1239421,0,5.581850665159098,195.56744384765625,-90.83265686035156,0.0026153563521802425
1239422,0,5.581858257548936,195.56744384765625,-90.83265686035156,0.00240745535120368
1239423,0,5.581851332686023,195.56744384765625,-90.83265686035156,0.0022409819066524506
1239424,0,5.581859368672208,195.56744384765625,-90.83265686035156,0.0021076963748782873
1239425,0,5.581867010920091,195.56744384765625,-90.83265686035156,0.0020010375883430243
1239426,0,5.581874055145872,195.56744384765625,-90.83265686035156,0.0019157028291374445
1239427,0,5.581874153846434,195.56744384765625,-90.83265686035156,0.0018474578391760588
1239428,0,5.581879768039407,195.56744384765625,-90.83265686035156,0.00179290771484375
1239429,0,5.58188466719281,195.56744384765625,-90.83265686035156,0.0017492675688117743
1239430,0,5.581888894137341,195.56744384765625,-90.83265686035156,0.0017144393641501665
1239431,0,5.581892508051992,195.56744384765625,-90.83265686035156,0.0016865539364516735
1239432,0,5.581895574108779,195.56744384765625,-90.83265686035156,0.0016643141862004995
1239433,0,5.581898159364009,195.56744384765625,-90.83265686035156,0.0016465758671984076
1239434,0,5.581900327548116,195.56744384765625,-90.83265686035156,0.001632423372939229
1239435,0,5.58190213758969,195.56744384765625,-90.83265686035156,0.0016210937174037099
1239436,0,5.581903642873353,195.56744384765625,-90.83265686035156,0.0016120909713208675
1239437,0,5.581904890803503,195.56744384765625,-90.83265686035156,0.0016048812540248036
1239438,0,5.581905921641135,195.56744384765625,-90.83265686035156,0.0015991592081263661
1239439,0,5.581906771538084,195.56744384765625,-90.83265686035156,0.0015946197090670466
1239440,0,5.581907470548025,195.56744384765625,-90.83265686035156,0.0015909957000985742
1239441,0,5.581908044248746,195.56744384765625,-90.83265686035156,0.001588096609339118
1239442,0,5.581908514650709,195.56744384765625,-90.83265686035156,0.0015857695834711194
1239443,0,5.581908899371498,195.56744384765625,-90.83265686035156,0.0015839386032894254
1239444,0,5.581909213320883,195.56744384765625,-90.83265686035156,0.0015824889997020364
1239445,0,5.581903223963587,195.56744384765625,-90.83265686035156,0.0015813064528629184
1239446,0,5.581903252948857,195.56744384765625,-90.83265686035156,0.0015813064528629184
