ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
1847010,0,501.09717255948897,198.76744079589844,-59.8326530456543,-499.8239440917969
1847011,0,13.812594499650915,195.56744384765625,-72.83265686035156,0.09999999403953552
1847012,0,13.81130886424041,195.56744384765625,-72.83265686035156,0.09540698677301407
1847013,0,13.810196788962182,195.56744384765625,-72.83265686035156,0.08469131588935852
1847014,0,13.809258186808002,195.56744384765625,-72.83265686035156,0.06785445660352707
1847015,0,13.808492962829495,195.56744384765625,-72.83265686035156,0.044897954910993576
1847016,0,13.807926602843253,195.56744384765625,-72.83257293701172,0.021351279690861702
1847017,0,13.807459131053298,195.56739807128906,-72.83253479003906,0.0024756239727139473
1847018,0,13.807302120581985,195.56735229492188,-72.8324966430664,-0.01238246913999319
1847019,0,13.807333445722405,195.5673370361328,-72.83248138427734,-0.023821182548999786
1847020,0,13.807402607046313,195.5673370361328,-72.83246612548828,-0.03239978849887848
1847021,0,13.807453827856348,195.5673370361328,-72.83245086669922,-0.03862537443637848
1847022,0,13.807437429439071,195.56732177734375,-72.83245086669922,-0.04294982925057411
1847023,0,13.807299341609536,195.56732177734375,-72.83244323730469,-0.04576675221323967
1847024,0,13.807205081001403,195.56732177734375,-72.83244323730469,-0.04741344228386879
1847025,0,13.80715716320067,195.56732177734375,-72.83244323730469,-0.04817352071404457
1847026,0,13.807120144940303,195.56732177734375,-72.83245086669922,-0.04828201234340668
1847027,0,13.807123901656801,195.5673370361328,-72.83245086669922,-0.047929953783750534
1847028,0,13.807130939265583,195.5673370361328,-72.83245086669922,-0.04726989567279816
1847029,0,13.807144185194526,195.5673370361328,-72.83245849609375,-0.04642120376229286
1847030,0,13.807174301420524,195.56735229492188,-72.83245849609375,-0.04547519609332085
1847031,0,13.807187159955314,195.56735229492188,-72.83246612548828,-0.04449958726763725
1847032,0,13.80721620378072,195.56735229492188,-72.83246612548828,-0.04354332014918327
1847033,0,13.807231400988941,195.56735229492188,-72.83246612548828,-0.04263957962393761
1847034,0,13.807243124220008,195.56735229492188,-72.83246612548828,-0.04180946201086044
1847035,0,13.807265701545388,195.5673828125,-72.83247375488281,-0.041064947843551636
1847036,0,13.807277763102267,195.5673828125,-72.83247375488281,-0.04041072726249695
1847037,0,13.807286315806218,195.5673828125,-72.83247375488281,-0.03984649479389191
1847038,0,13.807294516583557,195.5673828125,-72.83247375488281,-0.03936820849776268
1847039,0,13.807295254485286,195.5673828125,-72.83248138427734,-0.038969725370407104
1847040,0,13.80729981544068,195.5673828125,-72.83248138427734,-0.03864334151148796
1847041,0,13.807315277297967,195.5673828125,-72.83248138427734,-0.03838081285357475
1847042,0,13.807323255466866,195.5673828125,-72.83248138427734,-0.03817378729581833
1847043,0,13.807320210429433,195.5673828125,-72.83248138427734,-0.03801395371556282
1847044,0,13.80732807162096,195.5673828125,-72.83248138427734,-0.037893712520599365
1847045,0,13.807328459797219,195.5673828125,-72.83248138427734,-0.03780612722039223
1847046,0,13.807343642902689,195.5673828125,-72.83248138427734,-0.03774493932723999
1847047,0,13.80734394152671,195.5673828125,-72.83248138427734,-0.03770481050014496
1847048,0,13.807340660357214,195.5673828125,-72.83248138427734,-0.0376809686422348
1847049,0,13.8073408871623,195.5673828125,-72.83248138427734,-0.03766956180334091
1847050,0,13.807348504904338,195.5673828125,-72.83248138427734,-0.037667348980903625
1847051,0,13.807348674950113,195.5673828125,-72.83248138427734,-0.03767162188887596
1847052,0,13.807348821510196,195.5673828125,-72.83248138427734,-0.03768032044172287
1847053,0,13.8073489473552,195.5673828125,-72.83248138427734,-0.03769168630242348
1847054,0,13.807349054956626,195.5673828125,-72.83248138427734,-0.037704505026340485
1847055,0,13.807349146552685,195.5673828125,-72.83248138427734,-0.037717703729867935
1847056,0,13.807349224361294,195.5673828125,-72.83248138427734,-0.037730827927589417
